Unnamed: 0,Make,Model,Price,Year,Transmission,Listing Type,Body Type,Fuel Type,Engine Capacity - Cc,Engine Power - KW
210,VOLKSWAGEN, MICROBUS,135000.0,,Manual,Used,Wagon,Premium Unleaded,2375.0,
211,CHRYSLER, LEBARON Medallion,37000.0,1978.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,225.0,67kw
212,FORD, ECONOLINE 351 Windsor V8,43000.0,1982.0,Automatic,Used,Van,LPG,,
213,FORD, FALCON XW GT,159995.0,1970.0,Manual,Used,Sedan,Unleaded,,282
214,FORD, MUSTANG,45000.0,1973.0,Automatic,Used,Convertible,Unleaded,,
215,NISSAN, 300ZX Fairlady Z,55000.0,1994.0,Manual,Used,Targa,Unleaded,6.0,215
216,FORD, MUSTANG Boss 302,139500.0,1970.0,Manual,Used,Fastback,Premium Unleaded,4949.0,216
217,FORD, CORTINA MK2,95000.0,1970.0,Manual,Used,Hardtop - Coupe,Premium Unleaded,1600.0,90
218,FORD, FAIRLANE Galaxy Skyliner,88000.0,1959.0,Automatic,Used,Convertible,Unleaded,,
219,TOYOTA, COROLLA ZZE123 Sportivo,14000.0,2003.0,Manual,Used,Hatchback,Premium Unleaded,1800.0,114
220,HSV, GTSR 2,210000.0,2017.0,Automatic,Used,Sedan,Premium Unleaded,6162.0,435
221,FORD, MUSTANG GT FN Fastback,68990.0,2018.0,Manual,Used,Hardtop - Coupe,Premium Unleaded,,
222,CITROEN, CX 2500 Gti,22500.0,1985.0,Automatic,Used,Fastback,Unleaded,2500.0,101KW
223,FORD, ECONOLINE 351 Windsor V8,43000.0,1982.0,Automatic,Used,Van,LPG,,
224,CHEVROLET, CHEVELLE,48000.0,1970.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,5700.0,
225,TOYOTA, CROWN S SPORTS SEDAN,,1965.0,,Used,Sedan,,,
226,HOLDEN, CAMIRA,,,,Used,Sedan,,,
227,LINCOLN, MKVII,30000.0,1988.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,5.0,5
228,HOLDEN, MONARO CV8,,2002.0,Manual,Used,Hardtop - Coupe,,,
229,TOYOTA, CROWN DELUXE CUSTOM,,1964.0,,Used,Hardtop - Coupe,,,
230,HOLDEN, HR,20000.0,,Manual,Used,Sedan,Leaded Petrol,,
231,CADILLAC, COUPE DE VILLE,,1972.0,,Used,Hardtop - Coupe,,,
232,CHEVROLET, CORVETTE,99990.0,1964.0,,Used,Roadster,Unleaded,5360.0,0
233,HSV, CLUBSPORT VT II,39990.0,1999.0,,Used,Sedan,,,
234,VOLKSWAGEN, TRANSPORTER TDI 340,18990.0,2012.0,Automatic,Used,Van,Diesel,2000.0,
235,MERCEDES-BENZ, E350,12500.0,2007.0,Automatic,Used,Sedan,Leaded Petrol,,
236,HOLDEN, STATESMAN WM,14999.0,2008.0,Automatic,Used,Cab Chassis,Premium Unleaded,,195
237,FORD, MUSTANG,42900.0,1965.0,,Used,Hardtop - Coupe,,,
238,BMW, 520D,34990.0,2011.0,,Used,Sedan,,,
239,FORD, F250,134990.0,2014.0,Automatic,Used,Ute,Diesel,,
240,FORD, LTD,10000.0,1987.0,,Used,Sedan,Unleaded,,
241,HSV, GTS Gen F,124988.0,2013.0,Manual,Used,Sedan,Premium Unleaded,,
242,MERCEDES-BENZ, C250 CDI,22990.0,2012.0,,Used,Hardtop - Coupe,,,
243,MERCEDES-BENZ, 450SL,24990.0,1979.0,Automatic,Used,Convertible,Unleaded,,
244,JAGUAR, 3.8 MKII,40000.0,1964.0,Automatic,Used,Sedan,,,
245,HYUNDAI, ILOAD TQ2-V,37990.0,2015.0,Automatic,Used,Van,Diesel,2500.0,
246,VOLKSWAGEN, TRANSPORTER 132 TDI LWB T5,26990.0,2012.0,Automatic,Used,Ute,Diesel,2000.0,
247,CHEVROLET, CORVETTE C2 STINGRAY,249990.0,1965.0,Manual,Used,Hardtop - Coupe,Leaded Petrol,6492.0,
248,MASERATI, INDY,126500.0,1971.0,,Used,Hardtop - Coupe,,,
249,JAGUAR, E-TYPE 1,259900.0,1965.0,Manual,Used,Hardtop - Coupe,,,
250,MERCEDES-BENZ, CLS 400,54990.0,2015.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,2996.0,
251,CHEVROLET, SILVERADO,139990.0,2015.0,Automatic,Used,Ute,Diesel,,
252,MASERATI, MERAK,114500.0,1974.0,,Used,Hardtop - Coupe,,,
253,FORD, TL50 1,35000.0,1999.0,Automatic,Used,Sedan,Premium Unleaded,5000.0,200
254,MERCEDES-BENZ, SLK R172,86990.0,2012.0,,Used,Roadster,,,
255,ALFA ROMEO, MONTREAL,175000.0,1974.0,Manual,Used,Hardtop - Coupe,Unleaded,2600.0,149
256,MASERATI, 3200,44990.0,2000.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,3217.0,
257,MERCEDES-BENZ, E-CLASS S212 MY13,34990.0,2013.0,,Used,Wagon,,,
258,FORD, MUSTANG GT,77000.0,1968.0,Automatic,Used,Fastback,Leaded Petrol,390.0,325
259,BMW, X1 E84 LCI MY0713,21990.0,2013.0,,Used,Wagon,,,
260,TOYOTA, HILUX SR SR5 GUN126R 4x4,59990.0,2016.0,Automatic,Used,Ute,Diesel,2800.0,
261,TOYOTA, COROLLA Conquest,12990.0,2010.0,Automatic,Used,Hatchback,Unleaded,1800.0,
262,FORD, F150 Harley Davidson Edition,79000.0,2012.0,,Used,Ute,,,
263,ROLLS-ROYCE, 20/25 HP OA,45000.0,1929.0,Manual,Used,Sedan,Unleaded,3800.0,
264,HOLDEN, MONARO GTS HQ,159000.0,1972.0,,Used,Hardtop - Coupe,,,
265,VOLKSWAGEN, CRAFTER 35 TDI 200 MWB,34990.0,2015.0,Manual,Used,Van,Diesel,2100.0,
266,AUDI, RS5,57990.0,2010.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,0.0,
267,BMW, X5,49990.0,2014.0,Automatic,Used,Wagon,Premium Unleaded,2979.0,
268,HSV, CLUBSPORT VT II,39990.0,1999.0,,Used,Sedan,,,
269,AUDI, RS5,109990.0,2013.0,,Used,Hardtop - Coupe,,,
270,MERCEDES-BENZ, S-CLASS W221 MY11,56990.0,2012.0,,Used,Sedan,,,
271,PORSCHE, CAYENNE,23990.0,,Automatic,Used,Wagon,Premium Unleaded,,
272,DATSUN, 240Z,100980.0,1970.0,Manual,Used,Hardtop - Coupe,Premium Unleaded,2753.0,
273,JAGUAR, XK140 DHC,199950.0,,Manual,Used,Hardtop - Coupe,,3442.0,
274,NISSAN, PATROL,29990.0,2009.0,Manual,Used,Wagon,Diesel,2953.0,
275,HSV, SENATOR SIGNATURE  HOLDEN  VT SENATOR SIGNATURE 220I,37000.0,1998.0,,Used,Sedan,,5700.0,
276,PORSCHE, 356 REPLICA,19990.0,,Manual,Used,Hardtop - Coupe,Unleaded,,
277,ROLLS-ROYCE, SILVER CLOUD III,84950.0,,Automatic,Used,Sedan,,6223.0,
278,LAND ROVER, DISCOVERY,21000.0,2007.0,Automatic,Used,Wagon,Unleaded,,
279,HOLDEN, COMMODORE VK - Commodore Brock Group 3 Replica,49990.0,1984.0,,Used,Sedan,,,
280,FORD, ESCORT,22990.0,1976.0,Automatic,Used,Sedan,Unleaded,1598.0,46
281,TOYOTA, LANDCRUISER GXL,42990.0,2010.0,Automatic,Used,Wagon,Diesel,4500.0,
282,MITSUBISHI, PAJERO 4x4,32990.0,2014.0,Automatic,Used,Wagon,Diesel,3200.0,
283,JAGUAR, XKR X150 MY12,89990.0,2012.0,,Used,Hardtop - Coupe,,,
284,MERCEDES-BENZ, 220SEB (WITH 280 ENGINE) W111,189950.0,1964.0,Automatic,Used,Convertible,,,
285,MERCEDES-BENZ, SL-CLASS R230 MY05,49990.0,2004.0,,Used,Roadster,,,
286,CHRYSLER, PLYMOUTH ROADRUNNER,60000.0,1971.0,Manual,Used,Hardtop - Coupe,Premium Unleaded,,
287,LAND ROVER, RANGE ROVER,129990.0,2015.0,Automatic,Used,Wagon,Diesel,4367.0,
288,MERCEDES-BENZ, ML400,59990.0,2014.0,Automatic,Used,Wagon,Premium Unleaded,2996.0,
289,JAGUAR, XJSC TWR,59500.0,1986.0,,Used,Convertible,,,
290,FORD, F150 LARIAT 4x4,179990.0,2020.0,Automatic,Used,Ute,Unleaded,5000.0,
291,HOLDEN, MONARO V2 Series III,89990.0,2004.0,Automatic,Used,Hardtop - Coupe,Unleaded,5700.0,245
292,CHEVROLET, C10,59888.0,1968.0,Automatic,Used,Ute,Premium Unleaded,350.0,
293,TRIUMPH, TR6,39500.0,1974.0,Manual,Used,Convertible,Unleaded,2498.0,112
294,CHRYSLER, CROSSFIRE ZH,18000.0,2005.0,Automatic,Used,Roadster,Premium Unleaded,3199.0,160
295,PORSCHE, 356SC,440000.0,1965.0,Manual,Used,Convertible,,1600.0,
296,OLDSMOBILE, 98,16500.0,1980.0,Automatic,Used,Sedan,Leaded Petrol,,
297,MITSUBISHI, PAJERO NS 25th Anniversary,22990.0,2008.0,Manual,Used,Wagon,,0.0,0
298,MINI, COOPER,9995.0,2008.0,,Used,Hatchback,Unleaded,,
299,CHEVROLET, CAMARO,129990.0,1968.0,Automatic,Used,Hardtop - Coupe,Unleaded,,
300,CHEVROLET, C10,59888.0,1968.0,Automatic,Used,Ute,Premium Unleaded,350.0,
301,MERCEDES-BENZ, E250 CDI W212,45990.0,2015.0,Automatic,Used,Sedan,Diesel,2143.0,
302,PONTIAC, BONNEVILLE,35990.0,1963.0,Automatic,Used,Convertible,Unleaded,,
303,FORD, TUDOR,42990.0,1935.0,Automatic,Used,Sedan,Unleaded,,
304,FORD, FALCON XA,95000.0,1972.0,Manual,Used,Hardtop - Coupe,Premium Unleaded,5800.0,
305,VOLKSWAGEN, T5 TRANSPORTER,29990.0,2010.0,,Used,Ute,Diesel,2000.0,
306,HONDA, CIVIC Type R,52988.0,2018.0,Manual,Used,Hatchback,Premium Unleaded,,
307,CHEVROLET, C10 1/2 Ton,27990.0,1968.0,Automatic,Used,Ute,Unleaded,,
308,PONTIAC, BONNEVILLE,39900.0,1961.0,,Used,Sedan,,,
309,JAGUAR, S-TYPE,22950.0,,,Used,Sedan,,,
310,MERCEDES-BENZ, SLK250,59990.0,2015.0,Automatic,Used,Convertible,Premium Unleaded,0.0,
311,CHEVROLET, SILVERADO,58990.0,2003.0,Automatic,Used,Ute,Unleaded,6000.0,
312,MERCEDES-BENZ, S-CLASS W222,109990.0,2013.0,,Used,Sedan,,,
313,FERRARI, 308 GTB Vetroresina,259950.0,1976.0,Manual,Used,Hardtop - Coupe,,2926.0,
314,HOLDEN, UTE VE II MY12,14990.0,2012.0,,Used,Ute,,,
315,MASERATI, INDY,126500.0,1971.0,,Used,Hardtop - Coupe,,,
316,PLYMOUTH, CRANBROOK,42990.0,1951.0,Manual,Used,Convertible,Unleaded,,
317,JAGUAR, XF,69990.0,2011.0,Automatic,Used,Sedan,Premium Unleaded,5000.0,
318,FORD, FAIRMONT GT XY,149000.0,1972.0,,Used,Sedan,,,
319,AUDI, Q5,28990.0,2014.0,Automatic,Used,Wagon,Diesel,3000.0,
320,VOLKSWAGEN, GOLF,16990.0,2009.0,Automatic,Used,Hatchback,Premium Unleaded,1984.0,
321,JAGUAR, XF,69990.0,2011.0,Automatic,Used,Sedan,Premium Unleaded,5000.0,
322,FORD, FAIRMONT GT XY,195000.0,1971.0,,Used,Sedan,,,
323,MERCEDES-BENZ, CL55,54990.0,2003.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,5439.0,
324,MERCEDES-BENZ, SL350,46990.0,2004.0,,Used,Convertible,,,
325,PORSCHE, CAYENNE,49990.0,2013.0,Tiptronic,Used,Wagon,Diesel,2967.0,
326,CHEVROLET, CORVETTE,123000.0,,Automatic,Used,Hardtop - Coupe,Premium Unleaded,,
327,TOYOTA, COROLLA ZRE152R,12990.0,2009.0,,Used,Sedan,,,
328,FORD, FALCON XH series 2 S model,22000.0,1997.0,Automatic,Used,Ute,Premium Unleaded,,
329,PORSCHE, 911 997 MY06,99999.0,2006.0,,Used,Convertible,,,
330,FORD, FPV BF 40th Anniversary GT,85000.0,2007.0,Manual,Used,Sedan,,,
331,LAMBORGHINI, JARAMA,349950.0,1971.0,Manual,Used,Hardtop - Coupe,,3929.0,
332,TOYOTA, CAMRY Hybrid,7990.0,2010.0,Automatic,Used,Sedan,Hybrid,2400.0,
333,HOLDEN, SPECIAL HR,65000.0,1967.0,,Used,Sedan,,,
334,FPV, GT BOSS 315 FG,43500.0,2008.0,,Used,Sedan,,,
335,HOLDEN, HX GTS Clone,50000.0,1977.0,Manual,Used,Sedan,Premium Unleaded,4200.0,
336,IVECO, DAILY 4x2,48990.0,2020.0,Automatic,Used,Van,Diesel,2300.0,
337,FORD, FAIRLANE ZD,82500.0,1971.0,,Used,Sedan,,,
338,INFINITI, M30D Y51,26990.0,2013.0,,Used,Sedan,,,
339,FORD, MUSTANG FM MY17,76990.0,2016.0,Manual,Used,Hardtop - Coupe,Premium Unleaded,4950.0,306
340,MERCEDES-BENZ, C220,19990.0,2011.0,Automatic,Used,Sedan,Diesel,2148.0,
341,DODGE, FARGO,65000.0,1934.0,Automatic,Used,Ute,Unleaded,4949.0,
342,CITROEN, C4 B7,11990.0,2014.0,,Used,Hatchback,,,
343,MERCEDES-BENZ, E-CLASS S212 MY13,34990.0,2013.0,,Used,Wagon,,,
344,TOYOTA, CORONA,9950.0,,,Used,Sedan,,,
345,MORGAN, PLUS 8,78500.0,1980.0,,Used,Roadster,,,
346,LAND ROVER, RANGE ROVER SPORT TDV6 MY11,32990.0,2011.0,Automatic,Used,Wagon,Diesel,2993.0,
347,AUDI, Q7,34990.0,2012.0,Tiptronic,Used,Wagon,Diesel,2967.0,
348,MERCEDES-BENZ, B-CLASS W245,9990.0,2005.0,,Used,Hatchback,,,
349,MERCEDES-BENZ, 560,119990.0,1986.0,Automatic,Used,Convertible,Unleaded,5547.0,
350,PORSCHE, CAYENNE,69990.0,2015.0,Tiptronic,Used,Wagon,Diesel,2967.0,
351,STUDEBAKER, ER,6000.0,1922.0,Manual,Used,Tourer,Leaded Petrol,,
352,HOLDEN, TORANA LH,119990.0,1975.0,Automatic,Used,Sedan,Unleaded,4142.0,138
353,AUDI, Q7,34990.0,2012.0,Tiptronic,Used,Wagon,Diesel,2967.0,
354,CHEVROLET, BAKERS VAN,39500.0,1936.0,Manual,Used,Panel Van,,,
355,MERCEDES-BENZ, E250 CDI W212,45990.0,2015.0,Automatic,Used,Sedan,Diesel,2143.0,
356,ISUZU, BELLETT,4500.0,1968.0,Manual,Used,Sedan,Leaded Petrol,1500.0,
357,OLDSMOBILE, 98,57900.0,1956.0,,Used,Hardtop - Coupe,,,
358,BMW, 5 SERIES F10 LCI,39990.0,2015.0,,Used,Sedan,,,
359,PORSCHE, MACAN,74990.0,2015.0,Automatic,Used,Wagon,Diesel,2967.0,
360,VOLKSWAGEN, TRANSPORTER T5 LWB,16990.0,,Automatic,Used,Van,Diesel,2000.0,
361,DODGE, CHALLENGER SRT8,148000.0,2010.0,Manual,Used,Hardtop - Coupe,Premium Unleaded,6100.0,317
362,BMW, 1 SERIES E82 LCI MY13,24990.0,2013.0,,Used,Hardtop - Coupe,,,
363,FERRARI, 400,149990.0,1979.0,Automatic,Used,Hardtop - Coupe,Leaded Petrol,4823.0,
364,BMW, 523I Executive,9990.0,1997.0,Automatic,Used,Sedan,Unleaded,2500.0,
365,FORD, FALCON XH series 2 S model,22000.0,1997.0,Automatic,Used,Ute,Premium Unleaded,,
366,DODGE, CHALLENGER,99990.0,1970.0,Manual,Used,Hardtop - Coupe,Unleaded,,
367,JEEP, WRANGLER,59990.0,2018.0,Manual,Used,Convertible,Unleaded,3604.0,
368,HOLDEN, GEMINI SL/E,2800.0,1985.0,Manual,Used,Sedan,Leaded Petrol,,
369,BMW, 130I,24990.0,2009.0,Steptronic,Used,Hatchback,Unleaded,2996.0,
370,MERCEDES-BENZ, CL63,79990.0,2008.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,6208.0,
371,MERCEDES-BENZ, C220,19990.0,2011.0,Automatic,Used,Sedan,Diesel,2148.0,
372,VOLKSWAGEN, CADDY TSI160 SWB,16990.0,2015.0,Manual,Used,Van,Unleaded,1200.0,
373,BMW, 3 SERIES E46 MY05,14990.0,2005.0,,Used,Convertible,,,
374,SUBARU, L SERIES Touring Wagon,1950.0,1983.0,Automatic,Used,Wagon,Unleaded,1800.0,
375,FORD, ROADSTER,40000.0,,Automatic,Used,Roadster,Unleaded,,
376,TOYOTA, CAMRY Altise,7990.0,2008.0,Automatic,Used,Sedan,Unleaded,2400.0,
377,MAZDA, RX7 2,39000.0,1983.0,Manual,Used,Hatchback,Unleaded,,
378,MERCEDES-BENZ, 380,29990.0,1984.0,Automatic,Used,Sedan,Leaded Petrol,3839.0,
379,HOLDEN, TORANA LC GTR,145000.0,1970.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,,
380,CHEVROLET, STYLELINE DELUXE TIN WOODY,59990.0,1951.0,Manual,Used,Wagon,Unleaded,,
381,VOLKSWAGEN, TRANSPORTER T5 LWB,16990.0,,Automatic,Used,Van,Diesel,2000.0,
382,CHEVROLET, MALIBU,42900.0,1967.0,,Used,Sedan,,,
383,MERCEDES-BENZ, E250,49990.0,2011.0,Automatic,Used,Convertible,Diesel,2143.0,
384,CADILLAC, ESCALADE,149990.0,2007.0,Automatic,Used,Wagon,Leaded Petrol,0.0,
385,CHEVROLET, CORVETTE C3 25th anniversary limited edition,33990.0,1978.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,350.0,
386,JEEP, WRANGLER Sport,8999.0,1998.0,Manual,Used,Soft Top,,,
387,CHRYSLER, VALIANT CHARGER XL SPORTSMAN VJ,125000.0,1975.0,,Used,Hardtop - Coupe,,,
388,BENTLEY, CONTINENTAL,389990.0,2018.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,0.0,
389,FORD, MUSTANG,35000.0,1966.0,Manual,Used,Hardtop - Coupe,Unleaded,,
390,CHEVROLET, STYLELINE DELUXE TIN WOODY,59990.0,1951.0,Manual,Used,Wagon,Unleaded,,
391,MERCEDES-BENZ, 450SL,15990.0,1974.0,Automatic,Used,Roadster,Unleaded,,
392,HSV, GRANGE VS Series II,49500.0,1996.0,,Used,Sedan,,,
393,MERCEDES-BENZ, 560,99990.0,1989.0,Automatic,Used,Hardtop - Coupe,Unleaded,5547.0,
394,TOYOTA, LANDCRUISER GXL VDJ200R,49990.0,2014.0,Automatic,Used,Wagon,Diesel,4500.0,
395,TOYOTA, LANDCRUISER GXL,75990.0,2015.0,Manual,Used,Wagon,Diesel,4500.0,
396,MERCEDES-BENZ, SL350,46990.0,2004.0,,Used,Convertible,,,
397,CHEVROLET, C10 1/2 Ton,27990.0,1968.0,Automatic,Used,Ute,Unleaded,,
398,VOLKSWAGEN, AMAROK 2H MY12.5,22990.0,2012.0,,Used,Ute,,,
399,VOLKSWAGEN, EOS,21990.0,2012.0,Automatic,Used,Convertible,Premium Unleaded,1984.0,
400,MERCEDES-BENZ, 450SL,15990.0,1974.0,Automatic,Used,Roadster,Unleaded,,
401,MERCEDES-AMG, GLE 292 MY17,124990.0,2017.0,Automatic,Used,Wagon,Premium Unleaded,5461.0,430
402,AUDI, A4 B8 8K,14990.0,2008.0,,Used,Sedan,,,
403,MERCEDES-BENZ, S350 W221,18990.0,2006.0,Automatic,Used,Sedan,Premium Unleaded,3500.0,200
404,FORD, FAIRMONT Xc,69500.0,1978.0,,Used,Sedan,,,
405,MERCEDES-BENZ, S350,29990.0,2010.0,Automatic,Used,Sedan,Premium Unleaded,3498.0,
406,HOLDEN, EJ PREMIER,84888.0,1963.0,Automatic,Used,Sedan,Unleaded,,
407,AUDI, S8,160000.0,2016.0,Tiptronic,Used,Sedan,,,445
408,FORD, FALCON FG,24990.0,2008.0,Manual,Used,Sedan,Unleaded,3984.0,
409,MERCEDES-BENZ, C250,22500.0,2013.0,Automatic,Used,Sedan,Premium Unleaded,,
410,BMW, Z4 E85 MY05,24990.0,2006.0,,Used,Roadster,,,
411,FPV, F6 TYPHOON BA MKII,30000.0,2004.0,Manual,Used,Sedan,,3984.0,270
412,PONTIAC, BONNEVILLE,84990.0,1963.0,Manual,Used,Convertible,Unleaded,,
413,CHRYSLER, CL,49000.0,1977.0,Automatic,Used,Ute,Premium Unleaded,5200.0,
414,CHEVROLET, SEDAN,30950.0,,,Used,Sedan,,,
415,LEYLAND, MINI Van,25000.0,1978.0,Manual,Used,Panel Van,Unleaded,,
416,AUSTIN HEALEY, 3000 MK III BJ8,139990.0,1965.0,Manual,Used,Convertible,Leaded Petrol,2912.0,
417,PORSCHE, 911 CARRERA 2.7,132000.0,1975.0,,Used,Hardtop - Coupe,,,
418,HSV, GTS Gen F,119985.0,2015.0,Manual,Used,Sedan,Premium Unleaded,,
419,LOTUS, ELISE,69990.0,2015.0,Manual,Used,Roadster,Premium Unleaded,1796.0,
420,MINERVA, ROADSTER,229990.0,1923.0,Manual,Used,Roadster,Leaded Petrol,0.0,
421,DODGE, CHALLENGER,99990.0,1970.0,Manual,Used,Hardtop - Coupe,Unleaded,,
422,FORD, FOCUS RS,48988.0,2017.0,Manual,Used,Hatchback,Premium Unleaded,,
423,FORD, DELUXE Woodie,174990.0,1940.0,Automatic,Used,Wagon,Unleaded,,
424,MERCEDES-BENZ, CLS 250D,69990.0,2017.0,Automatic,Used,Hardtop - Coupe,Diesel,2143.0,
425,SUZUKI, GRAND VITARA 4x4 XL-7,6990.0,2001.0,Automatic,Used,Wagon,Unleaded,2700.0,
426,VOLKSWAGEN, AMAROK,34990.0,2015.0,Automatic,Used,Ute,Diesel,1968.0,
427,BMW, E30 325I,13700.0,1988.0,Manual,Used,Hardtop - Coupe,Unleaded,,
428,MERCEDES-BENZ, S500,119990.0,2014.0,Automatic,Used,Sedan,Premium Unleaded,4663.0,
429,HSV, CLUBSPORT R8 VX,55000.0,2001.0,Automatic,Used,Sedan,,,
430,HUMBER, VOGUE 3,10000.0,1995.0,Automatic,Used,Sedan,Leaded Petrol,1600.0,60
431,FERRARI, 328,269990.0,1988.0,Manual,Used,Hardtop - Coupe,Premium Unleaded,3185.0,
432,FPV, F6 TYPHOON BA MKII,30000.0,2004.0,Manual,Used,Sedan,,3984.0,270
433,ASTON MARTIN, V8,119990.0,2010.0,Automatic,Used,Hardtop - Coupe,Premium Unleaded,4735.0,
434,AUSTIN HEALEY, 3000 MK III BJ8,139990.0,1965.0,Manual,Used,Convertible,Leaded Petrol,2912.0,
435,MG, TD Roadster,39500.0,1952.0,,Used,Convertible,,,
436,HSV, GTO VZ,129990.0,2004.0,Automatic,Used,Hardtop - Coupe,,,
437,MERCEDES-BENZ, C200,49990.0,2015.0,Automatic,Used,Sedan,Premium Unleaded,1991.0,
438,JAGUAR, XE,49990.0,2016.0,Automatic,Used,Sedan,Premium Unleaded,1999.0,
439,CHEVROLET, CORVETTE,123000.0,,Automatic,Used,Hardtop - Coupe,Premium Unleaded,,
440,CHEVROLET, CAPRICE,49990.0,1969.0,,Used,Hardtop - Coupe,,,
441,LAMBORGHINI, MURCIELAGO LP640,429950.0,2007.0,,Used,Hardtop - Coupe,,,
442,MERCEDES-BENZ, A45 176 MY15,43990.0,2015.0,Automatic,Used,Hatchback,Premium Unleaded,1991.0,
443,HOLDEN, COMMODORE SS 2,17500.0,2010.0,Automatic,Used,Sedan,Unleaded,6000.0,260
444,MERCEDES-BENZ, S350,79990.0,2014.0,Automatic,Used,Sedan,Diesel,2987.0,
445,JAGUAR, F-PACE,74990.0,2016.0,Automatic,Used,Wagon,Diesel,2993.0,
446,MERCEDES-BENZ, R-CLASS,26990.0,2010.0,Automatic,Used,Wagon,Diesel,0.0,
447,AUDI, RS7,109990.0,2014.0,Automatic,Used,Hatchback,Premium Unleaded,3993.0,
448,FORD, FALCON  FALCON FG XR50,16500.0,2010.0,Manual,Used,Sedan,Unleaded,,
449,HOLDEN, HX GTS Clone,50000.0,1977.0,Manual,Used,Sedan,Premium Unleaded,4200.0,
450,JAGUAR, SOVEREIGN Series III,13900.0,1984.0,Automatic,Used,Sedan,Unleaded,4200.0,
451,MAZDA, RX3,160000.0,,Automatic,Used,Sedan,,,
452,JEEP, WRANGLER UNLIMITED,44990.0,2015.0,Manual,Used,Convertible,Unleaded,3604.0,
453,BMW, 750I M-SPORT,59990.0,2009.0,,Used,Sedan,,,
454,PEUGEOT, 308 T7,19990.0,2011.0,,Used,Convertible,,,
455,VOLKSWAGEN, CADDY MAXI TDI250,18990.0,2013.0,,Used,Van,Diesel,1600.0,
456,MERCEDES-BENZ, S400,129990.0,2016.0,Automatic,Used,Sedan,Premium Unleaded,2996.0,
457,BMW, X5 X Drive 30D M Sport,64990.0,2013.0,,Used,Wagon,,,
458,PACKARD, 1703,94990.0,1939.0,Manual,Used,Convertible,Unleaded,,
459,DATSUN, 240Z,100980.0,1970.0,Manual,Used,Hardtop - Coupe,Premium Unleaded,2753.0,
460,VOLKSWAGEN, BEACH BUGGY Myer Manx,50000.0,1966.0,,Used,Open Wheeler,,1600.0,
461,CHEVROLET, CORVETTE Sting Ray,74990.0,1967.0,Manual,Used,Convertible,Unleaded,,
462,FORD, RANGER XLT 4x4 Supercab,39990.0,2014.0,Automatic,Used,Ute,Diesel,3200.0,
463,ASTON MARTIN, V12,157990.0,2002.0,Sequential Manual Auto,Used,Hardtop - Coupe,Premium Unleaded,5935.0,
464,MERCEDES-BENZ, A45 176 MY15,43990.0,2015.0,Automatic,Used,Hatchback,Premium Unleaded,1991.0,
465,HYUNDAI, IMAX,14990.0,2013.0,Automatic,Used,Wagon,Unleaded,2400.0,
466,PONTIAC, BONNEVILLE,35990.0,1963.0,Automatic,Used,Convertible,Unleaded,,
467,CADILLAC, FLEETWOOD 75,39000.0,1963.0,Automatic,Used,Limousine,Premium Unleaded,390.0,
468,HOLDEN, HX GTS Clone,50000.0,1977.0,Manual,Used,Sedan,Premium Unleaded,4200.0,
469,FORD, F100 [Empty],59990.0,1977.0,,Used,Ute,Unleaded,,
470,MAZDA, CX-7,6990.0,2008.0,Manual,Used,Wagon,,0.0,0
471,CHEVROLET, BEL AIR,44990.0,1955.0,Automatic,Used,Hardtop - Coupe,Unleaded,,
472,FORD, FAIRLANE 500,39900.0,1967.0,Automatic,Used,Hardtop - Coupe,,4727.0,
473,MERCEDES-BENZ, VITO 111 CDI LWB,29990.0,2015.0,Manual,Used,Van,Diesel,1600.0,
474,CHRYSLER, VALIANT CHARGER VH R/T E49,265000.0,1972.0,,Used,Hardtop - Coupe,,,
475,MAZDA, 1300,34990.0,1975.0,Manual,Used,Sedan,Unleaded,1272.0,44
476,VOLKSWAGEN, T5 TRANSPORTER TDI250,23990.0,2012.0,Manual,Used,Van,Diesel,2000.0,
477,MERCEDES-BENZ, SLK320,19500.0,2001.0,Automatic,Used,Convertible,Unleaded,,
478,MERCEDES-BENZ, GL 500,48880.0,2009.0,,Used,Wagon,,,
479,AUDI, A8,69990.0,2017.0,Tiptronic,Used,Sedan,Diesel,2976.0,
480,FORD, TORINO Talladega,95000.0,1969.0,,Used,Hardtop - Coupe,,,
481,PORSCHE, 911 996 MY02,49990.0,2002.0,,Used,Convertible,,,
482,FORD, ECONOVAN,10000.0,,Manual,Used,Van,Premium Unleaded,,
483,FORD, FAIRLANE 500 ZH,21500.0,1978.0,Automatic,Used,Sedan,Premium Unleaded,5800.0,
484,CHRYSLER, 300 SRT8,45000.0,2012.0,,Used,Sedan,,,
485,AUDI, A4 B8 8K,14990.0,2008.0,,Used,Sedan,,,
486,FORD, GALAXIE XL,38000.0,1968.0,Automatic,Used,Hardtop - Coupe,,6981.0,
